Time [s],Packet ID,MOSI,MISO
0.021899550000000,0,,161
0.021902750000000,0,,192
0.021905900000000,0,,162
0.021914400000000,1,,47
0.021917600000000,1,,38
0.021920800000000,1,,129
0.021924000000000,1,,49
0.021932050000000,2,,133
0.021935250000000,2,,1
0.021943400000000,3,,64
0.021946600000000,3,,175
0.021949800000000,3,,4
0.021956350000000,4,,16
0.021964350000000,5,,176
0.021970700000000,6,,0
0.021976050000000,7,,0
0.021981350000000,8,,0
0.021986700000000,9,,0
0.021992050000000,10,,0
0.021997400000000,11,,0
0.022002750000000,12,,0
0.022008100000000,13,,0
0.022013450000000,14,,0
0.022029600000000,15,,0
0.022034950000000,16,,0
0.022040300000000,17,,0
0.022045650000000,18,,0
0.022051000000000,19,,0
0.022056350000000,20,,0
0.022061650000000,21,,0
0.022067000000000,22,,0
0.022072350000000,23,,0
0.022077700000000,24,,0
0.022083050000000,25,,0
0.022088400000000,26,,0
0.022093750000000,27,,0
0.022099100000000,28,,0
0.022104450000000,29,,0
0.022109800000000,30,,0
0.022115150000000,31,,0
0.022120500000000,32,,0
0.022125800000000,33,,0
0.022131150000000,34,,0
0.022136500000000,35,,0
0.022141850000000,36,,0
0.022147200000000,37,,0
0.022152550000000,38,,0
0.022157900000000,39,,0
0.022163250000000,40,,0
0.022168600000000,41,,0
0.022173950000000,42,,0
0.022179300000000,43,,0
0.022184650000000,44,,0
0.022190000000000,45,,0
0.022195350000000,46,,0
0.022200700000000,47,,0
0.022206050000000,48,,0
0.022211400000000,49,,0
0.022216750000000,50,,0
0.022222100000000,51,,0
0.022227450000000,52,,0
0.022232800000000,53,,0
0.022238150000000,54,,0
0.022243450000000,55,,0
0.022248800000000,56,,0
0.022254150000000,57,,0
0.022259500000000,58,,0
0.022264850000000,59,,0
0.022270200000000,60,,0
0.022275550000000,61,,0
0.022280900000000,62,,0
0.022286250000000,63,,0
0.022291600000000,64,,0
0.022296950000000,65,,0
0.022302300000000,66,,0
0.022307650000000,67,,0
0.022313000000000,68,,0
0.022318350000000,69,,0
0.022323700000000,70,,0
0.022329050000000,71,,0
0.022334400000000,72,,0
0.022339750000000,73,,0
0.022345100000000,74,,0
0.022350450000000,75,,0
0.022355800000000,76,,0
0.022361100000000,77,,0
0.022366450000000,78,,0
0.022371800000000,79,,0
0.022377150000000,80,,0
0.022382500000000,81,,0
0.022387850000000,82,,0
0.022393200000000,83,,0
0.022398550000000,84,,0
0.022403900000000,85,,0
0.022409250000000,86,,0
0.022414600000000,87,,0
0.022419950000000,88,,0
0.022425300000000,89,,0
0.022430650000000,90,,0
0.022436000000000,91,,0
0.022441350000000,92,,0
0.022446650000000,93,,0
0.022452000000000,94,,0
0.022457350000000,95,,0
0.022462700000000,96,,0
0.022468050000000,97,,0
0.022473400000000,98,,0
0.022478750000000,99,,0
0.022484100000000,100,,0
0.022489450000000,101,,0
0.022494800000000,102,,0
0.022500150000000,103,,0
0.022505500000000,104,,0
0.022510850000000,105,,0
0.022516200000000,106,,0
0.022521550000000,107,,0
0.022526900000000,108,,0
0.022532250000000,109,,0
0.022537550000000,110,,0
0.022542900000000,111,,0
0.022548250000000,112,,0
0.022553600000000,113,,0
0.022558950000000,114,,0
0.022564300000000,115,,0
0.022569650000000,116,,0
0.022575000000000,117,,0
0.022580350000000,118,,0
0.022585700000000,119,,0
0.022591050000000,120,,0
0.022596400000000,121,,0
0.022601750000000,122,,0
0.022607100000000,123,,0
0.022612450000000,124,,0
0.022617800000000,125,,0
0.022623150000000,126,,0
0.022628500000000,127,,0
0.022633850000000,128,,0
0.022639200000000,129,,0
0.022644550000000,130,,0
0.022649900000000,131,,0
0.022655250000000,132,,0
0.022660600000000,133,,0
0.022674450000000,134,,4
0.022682100000000,135,,16
0.022690100000000,136,,177
0.022696450000000,137,,0
0.022701800000000,138,,0
0.022707100000000,139,,0
0.022712450000000,140,,0
0.022717800000000,141,,0
0.022723150000000,142,,0
0.022728500000000,143,,0
0.022733850000000,144,,0
0.022739200000000,145,,0
0.022744550000000,146,,0
0.022749900000000,147,,0
0.022755250000000,148,,0
0.022760600000000,149,,0
0.022765950000000,150,,0
0.022771300000000,151,,0
0.022776650000000,152,,0
0.022782000000000,153,,0
0.022787300000000,154,,0
0.022792650000000,155,,0
0.022798000000000,156,,0
0.022803350000000,157,,0
0.022808700000000,158,,0
0.022814050000000,159,,0
0.022819400000000,160,,0
0.022824750000000,161,,0
0.022830100000000,162,,0
0.022835450000000,163,,0
