Time [s],Packet ID,MOSI,MISO
0.001567900000000,0,,161
0.001571100000000,0,,192
0.001574300000000,0,,162
0.001582800000000,1,,47
0.001586000000000,1,,38
0.001589150000000,1,,129
0.001592350000000,1,,49
0.001600400000000,2,,133
0.001603600000000,2,,1
0.001611750000000,3,,64
0.001614950000000,3,,175
0.001618150000000,3,,4
0.001624650000000,4,,16
0.001632650000000,5,,176
0.001639000000000,6,,0
0.001644350000000,7,,0
0.001649650000000,8,,0
0.001655000000000,9,,0
0.001660350000000,10,,0
0.001665700000000,11,,0
0.001671050000000,12,,0
0.001676400000000,13,,0
0.001681750000000,14,,0
0.001687100000000,15,,0
0.001692450000000,16,,0
0.001697800000000,17,,0
0.001703150000000,18,,0
0.001708500000000,19,,0
0.001713850000000,20,,0
0.001719150000000,21,,0
0.001724500000000,22,,0
0.001729850000000,23,,0
0.001735200000000,24,,0
0.001740550000000,25,,0
0.001745900000000,26,,0
0.001751250000000,27,,0
0.001756600000000,28,,0
0.001761950000000,29,,0
0.001767300000000,30,,0
0.001772650000000,31,,0
0.001778000000000,32,,0
0.001783350000000,33,,0
0.001788700000000,34,,0
0.001794000000000,35,,0
0.001799350000000,36,,0
0.001804700000000,37,,0
0.001810050000000,38,,0
0.001815400000000,39,,0
0.001820750000000,40,,0
0.001826100000000,41,,0
0.001831450000000,42,,0
0.001836800000000,43,,0
0.001842150000000,44,,0
0.001847500000000,45,,0
0.001852850000000,46,,0
0.001858200000000,47,,0
0.001863550000000,48,,0
0.001868850000000,49,,0
0.001874200000000,50,,0
0.001879550000000,51,,0
0.001884900000000,52,,0
0.001890250000000,53,,0
0.001895600000000,54,,0
0.001900950000000,55,,0
0.001906300000000,56,,0
0.001911650000000,57,,0
0.001917000000000,58,,0
0.001922350000000,59,,0
0.001927700000000,60,,0
0.001933050000000,61,,0
0.001938400000000,62,,0
0.001943750000000,63,,0
0.001949100000000,64,,0
0.001954450000000,65,,0
0.001959800000000,66,,0
0.001965150000000,67,,0
0.001970450000000,68,,224
0.001975800000000,69,,240
0.001981150000000,70,,240
0.001986500000000,71,,224
0.001991850000000,72,,0
0.001997200000000,73,,0
0.002002550000000,74,,0
0.002007900000000,75,,0
0.002013250000000,76,,0
0.002018600000000,77,,0
0.002023950000000,78,,0
0.002029300000000,79,,0
0.002034650000000,80,,0
0.002040000000000,81,,0
0.002045350000000,82,,0
0.002050700000000,83,,0
0.002056050000000,84,,0
0.002061400000000,85,,0
0.002066750000000,86,,0
0.002072100000000,87,,0
0.002077450000000,88,,0
